,Unnamed: 0,time ,image_name,steer
9659,9659,1.61164e+18,frame_1611644112974983215.jpeg,0.005
7999,7999,1.61164e+18,frame_1611644054598077536.jpeg,0.545
3971,3971,1.61164e+18,frame_1611643907463953733.jpeg,0.545
516,516,1.61164e+18,frame_1611643783442681789.jpeg,0.005
9114,9114,1.61164e+18,frame_1611644093034917116.jpeg,0.54
846,846,1.61164e+18,frame_1611643795266424656.jpeg,0.54
1505,1505,1.61164e+18,frame_1611643818861520767.jpeg,0.63
1572,1572,1.61164e+18,frame_1611643821260085821.jpeg,0.035
11367,11367,1.61164e+18,frame_1611644174852538347.jpeg,0.565
1994,1994,1.61164e+18,frame_1611643836926648140.jpeg,0.01
6154,6154,1.61164e+18,frame_1611643987696744442.jpeg,0.54
8861,8861,1.61164e+18,frame_1611644083441708088.jpeg,0.675
7175,7175,1.61164e+18,frame_1611644024783545732.jpeg,0.47
1220,1220,1.61164e+18,frame_1611643808719334602.jpeg,0.49
2267,2267,1.61164e+18,frame_1611643846070257425.jpeg,0.52
9262,9262,1.61164e+18,frame_1611644098475790262.jpeg,0.545
6337,6337,1.61164e+18,frame_1611643993810128450.jpeg,0.535
4925,4925,1.61164e+18,frame_1611643943079819679.jpeg,0.545
8772,8772,1.61164e+18,frame_1611644080465022564.jpeg,0.545
3423,3423,1.61164e+18,frame_1611643887680777550.jpeg,0.585
4649,4649,1.61164e+18,frame_1611643932892880440.jpeg,0.0
11534,11534,1.61164e+18,frame_1611644180943607569.jpeg,0.18
3009,3009,1.61164e+18,frame_1611643872807567120.jpeg,0.535
10310,10310,1.61164e+18,frame_1611644136488061190.jpeg,0.605
6378,6378,1.61164e+18,frame_1611643995182597160.jpeg,0.58
9057,9057,1.61164e+18,frame_1611644091135972261.jpeg,0.545
385,385,1.61164e+18,frame_1611643778481518745.jpeg,0.01
4135,4135,1.61164e+18,frame_1611643913703610182.jpeg,0.005
356,356,1.61164e+18,frame_1611643776637549877.jpeg,0.545
11088,11088,1.61164e+18,frame_1611644165018938065.jpeg,0.395
2487,2487,1.61164e+18,frame_1611643854441470623.jpeg,0.01
2621,2621,1.61164e+18,frame_1611643858915581942.jpeg,0.54
8678,8678,1.61164e+18,frame_1611644077322013855.jpeg,0.4
3534,3534,1.61164e+18,frame_1611643892145065069.jpeg,0.525
6494,6494,1.61164e+18,frame_1611643999949584961.jpeg,0.545
5813,5813,1.61164e+18,frame_1611643975661263943.jpeg,0.605
5856,5856,1.61164e+18,frame_1611643977101047277.jpeg,0.005
1925,1925,1.61164e+18,frame_1611643834612623215.jpeg,0.53
6953,6953,1.61164e+18,frame_1611644016725636005.jpeg,0.545
10082,10082,1.61164e+18,frame_1611644127946806431.jpeg,0.08
6484,6484,1.61164e+18,frame_1611643999613337040.jpeg,0.545
1568,1568,1.61164e+18,frame_1611643821016811609.jpeg,0.545
11707,11707,1.61164e+18,frame_1611644186742253780.jpeg,0.54
6654,6654,1.61164e+18,frame_1611644005992572784.jpeg,0.61
1793,1793,1.61164e+18,frame_1611643829063303709.jpeg,0.595
1761,1761,1.61164e+18,frame_1611643827995496988.jpeg,0.01
3008,3008,1.61164e+18,frame_1611643872773969650.jpeg,0.525
1225,1225,1.61164e+18,frame_1611643808886087894.jpeg,0.535
9172,9172,1.61164e+18,frame_1611644095478947878.jpeg,0.32
10951,10951,1.61164e+18,frame_1611644160020626783.jpeg,0.005
11608,11608,1.61164e+18,frame_1611644183414632559.jpeg,0.54
1061,1061,1.61164e+18,frame_1611643803382893324.jpeg,0.345
8658,8658,1.61164e+18,frame_1611644076651808739.jpeg,0.545
5339,5339,1.61164e+18,frame_1611643958199066877.jpeg,0.545
612,612,1.61164e+18,frame_1611643786670338154.jpeg,0.32
11522,11522,1.61164e+18,frame_1611644180380583286.jpeg,0.145
7875,7875,1.61164e+18,frame_1611644049543370008.jpeg,0.55
819,819,1.61164e+18,frame_1611643794368646383.jpeg,0.005
5454,5454,1.61164e+18,frame_1611643962062807560.jpeg,0.545
736,736,1.61164e+18,frame_1611643791608980894.jpeg,0.545
11528,11528,1.61164e+18,frame_1611644180742894650.jpeg,0.54
10229,10229,1.61164e+18,frame_1611644133767261744.jpeg,0.545
6546,6546,1.61164e+18,frame_1611644001685579300.jpeg,0.545
7632,7632,1.61164e+18,frame_1611644040793120146.jpeg,0.36
4569,4569,1.61164e+18,frame_1611643929363708973.jpeg,0.565
11072,11072,1.61164e+18,frame_1611644164479947090.jpeg,0.355
11334,11334,1.61164e+18,frame_1611644173756139040.jpeg,0.545
10943,10943,1.61164e+18,frame_1611644159751921415.jpeg,0.005
8781,8781,1.61164e+18,frame_1611644080764931917.jpeg,0.545
3864,3864,1.61164e+18,frame_1611643903856055498.jpeg,0.55
5242,5242,1.61164e+18,frame_1611643954266593695.jpeg,0.545
6182,6182,1.61164e+18,frame_1611643988629544973.jpeg,0.545
2316,2316,1.61164e+18,frame_1611643847716367245.jpeg,0.415
10280,10280,1.61164e+18,frame_1611644135480812788.jpeg,0.01
7671,7671,1.61164e+18,frame_1611644042090617895.jpeg,0.045
4107,4107,1.61164e+18,frame_1611643912773510218.jpeg,0.63
10258,10258,1.61164e+18,frame_1611644134742048979.jpeg,0.44
3407,3407,1.61164e+18,frame_1611643887147730827.jpeg,0.52
5043,5043,1.61164e+18,frame_1611643947021585941.jpeg,0.01
5759,5759,1.61164e+18,frame_1611643972835795164.jpeg,0.575
3515,3515,1.61164e+18,frame_1611643891325313330.jpeg,0.005
5103,5103,1.61164e+18,frame_1611643949633491993.jpeg,0.545
810,810,1.61164e+18,frame_1611643794069435596.jpeg,0.01
8988,8988,1.61164e+18,frame_1611644088833339214.jpeg,0.545
1335,1335,1.61164e+18,frame_1611643813185350657.jpeg,0.55
10797,10797,1.61164e+18,frame_1611644154273816347.jpeg,0.54
2901,2901,1.61164e+18,frame_1611643869178324461.jpeg,0.995
3123,3123,1.61164e+18,frame_1611643876626878738.jpeg,0.255
3817,3817,1.61164e+18,frame_1611643902276899099.jpeg,0.73
1450,1450,1.61164e+18,frame_1611643817018307447.jpeg,0.01
695,695,1.61164e+18,frame_1611643789456559420.jpeg,0.55
1903,1903,1.61164e+18,frame_1611643833439657450.jpeg,0.01
1746,1746,1.61164e+18,frame_1611643827496296406.jpeg,0.68
5554,5554,1.61164e+18,frame_1611643965860975742.jpeg,0.14
7015,7015,1.61164e+18,frame_1611644018793864489.jpeg,0.05
5542,5542,1.61164e+18,frame_1611643965137891769.jpeg,0.13
1705,1705,1.61164e+18,frame_1611643826133891344.jpeg,0.98
2661,2661,1.61164e+18,frame_1611643860254899025.jpeg,0.015
10336,10336,1.61164e+18,frame_1611644137360851526.jpeg,0.115
6532,6532,1.61164e+18,frame_1611644001217629194.jpeg,0.41
8486,8486,1.61164e+18,frame_1611644070914115191.jpeg,0.545
7523,7523,1.61164e+18,frame_1611644037161589622.jpeg,0.45
1334,1334,1.61164e+18,frame_1611643813152013540.jpeg,0.55
1166,1166,1.61164e+18,frame_1611643806918193102.jpeg,0.29
9706,9706,1.61164e+18,frame_1611644114561171055.jpeg,0.285
10824,10824,1.61164e+18,frame_1611644155319057465.jpeg,0.005
3226,3226,1.61164e+18,frame_1611643881112074137.jpeg,0.545
6008,6008,1.61164e+18,frame_1611643982180128098.jpeg,0.545
2707,2707,1.61164e+18,frame_1611643861795482874.jpeg,0.545
789,789,1.61164e+18,frame_1611643793371103048.jpeg,0.225
3963,3963,1.61164e+18,frame_1611643907197867393.jpeg,0.545
6465,6465,1.61164e+18,frame_1611643998974801779.jpeg,0.01
3532,3532,1.61164e+18,frame_1611643892078347921.jpeg,0.545
10791,10791,1.61164e+18,frame_1611644154071204901.jpeg,0.23
5208,5208,1.61164e+18,frame_1611643953133876801.jpeg,0.005
3432,3432,1.61164e+18,frame_1611643887980082750.jpeg,0.55
11580,11580,1.61164e+18,frame_1611644182477735043.jpeg,0.535
4824,4824,1.61164e+18,frame_1611643939399999857.jpeg,0.015
5108,5108,1.61164e+18,frame_1611643949799453259.jpeg,0.24
3798,3798,1.61164e+18,frame_1611643901636943102.jpeg,0.435
11800,11800,1.61164e+18,frame_1611644189871792316.jpeg,0.535
7089,7089,1.61164e+18,frame_1611644021262389183.jpeg,0.36
5436,5436,1.61164e+18,frame_1611643961458146334.jpeg,0.005
11067,11067,1.61164e+18,frame_1611644164311609030.jpeg,0.54
5235,5235,1.61164e+18,frame_1611643954032145977.jpeg,0.22
6464,6464,1.61164e+18,frame_1611643998941283226.jpeg,0.01
7811,7811,1.61164e+18,frame_1611644047419872284.jpeg,0.545
5369,5369,1.61164e+18,frame_1611643959206904173.jpeg,0.515
1330,1330,1.61164e+18,frame_1611643812937987089.jpeg,0.045
4853,4853,1.61164e+18,frame_1611643940675208807.jpeg,0.55
10704,10704,1.61164e+18,frame_1611644151151432276.jpeg,0.54
8945,8945,1.61164e+18,frame_1611644087403601885.jpeg,0.1
6542,6542,1.61164e+18,frame_1611644001551905632.jpeg,0.545
349,349,1.61164e+18,frame_1611643776402427673.jpeg,0.27
9299,9299,1.61164e+18,frame_1611644099717681408.jpeg,0.24
10019,10019,1.61164e+18,frame_1611644125829926968.jpeg,0.54
7764,7764,1.61164e+18,frame_1611644045861373901.jpeg,0.24
7518,7518,1.61164e+18,frame_1611644036993377209.jpeg,0.34
5293,5293,1.61164e+18,frame_1611643955985893965.jpeg,0.01
3872,3872,1.61164e+18,frame_1611643904124907494.jpeg,0.495
6846,6846,1.61164e+18,frame_1611644012416363716.jpeg,0.54
9034,9034,1.61164e+18,frame_1611644090365763187.jpeg,0.005
9497,9497,1.61164e+18,frame_1611644106775741100.jpeg,0.275
2275,2275,1.61164e+18,frame_1611643846339017868.jpeg,0.475
4471,4471,1.61164e+18,frame_1611643926070996046.jpeg,0.01
618,618,1.61164e+18,frame_1611643786871732235.jpeg,0.545
6594,6594,1.61164e+18,frame_1611644003290002108.jpeg,0.545
7069,7069,1.61164e+18,frame_1611644020595215321.jpeg,0.02
4748,4748,1.61164e+18,frame_1611643936202839613.jpeg,0.565
4190,4190,1.61164e+18,frame_1611643915530604839.jpeg,0.545
5925,5925,1.61164e+18,frame_1611643979408296108.jpeg,0.045
2768,2768,1.61164e+18,frame_1611643864704469681.jpeg,0.54
1896,1896,1.61164e+18,frame_1611643832972660542.jpeg,0.005
889,889,1.61164e+18,frame_1611643796696500301.jpeg,0.01
9437,9437,1.61164e+18,frame_1611644104759940147.jpeg,0.545
5728,5728,1.61164e+18,frame_1611643971788409710.jpeg,0.005
10380,10380,1.61164e+18,frame_1611644138882426500.jpeg,0.005
10742,10742,1.61164e+18,frame_1611644152426724434.jpeg,0.54
5264,5264,1.61164e+18,frame_1611643955005486250.jpeg,0.545
5248,5248,1.61164e+18,frame_1611643954467624903.jpeg,0.545
4387,4387,1.61164e+18,frame_1611643923259345055.jpeg,0.005
8999,8999,1.61164e+18,frame_1611644089199015617.jpeg,0.545
4905,4905,1.61164e+18,frame_1611643942411974669.jpeg,0.25
9166,9166,1.61164e+18,frame_1611644095279055357.jpeg,0.54
2188,2188,1.61164e+18,frame_1611643843419399738.jpeg,0.03
8276,8276,1.61164e+18,frame_1611644063908462763.jpeg,0.545
5312,5312,1.61164e+18,frame_1611643956624742270.jpeg,0.55
2371,2371,1.61164e+18,frame_1611643850216157436.jpeg,0.23
7829,7829,1.61164e+18,frame_1611644048016813517.jpeg,0.01
10688,10688,1.61164e+18,frame_1611644150614613295.jpeg,0.54
4990,4990,1.61164e+18,frame_1611643945251983643.jpeg,0.545
2682,2682,1.61164e+18,frame_1611643860958277702.jpeg,0.01
11024,11024,1.61164e+18,frame_1611644162464116096.jpeg,0.54
8502,8502,1.61164e+18,frame_1611644071447709560.jpeg,0.545
11504,11504,1.61164e+18,frame_1611644179403321743.jpeg,0.545
11704,11704,1.61164e+18,frame_1611644186641559601.jpeg,0.535
10410,10410,1.61164e+18,frame_1611644140555031776.jpeg,0.54
5194,5194,1.61164e+18,frame_1611643952666136026.jpeg,0.545
5637,5637,1.61164e+18,frame_1611643968737650871.jpeg,0.04
7891,7891,1.61164e+18,frame_1611644050077279329.jpeg,0.01
8028,8028,1.61164e+18,frame_1611644055568908215.jpeg,0.005
9303,9303,1.61164e+18,frame_1611644099851863861.jpeg,0.045
9073,9073,1.61164e+18,frame_1611644091671706200.jpeg,0.535
6411,6411,1.61164e+18,frame_1611643996914679050.jpeg,0.01
1791,1791,1.61164e+18,frame_1611643828996646881.jpeg,0.58
10292,10292,1.61164e+18,frame_1611644135883666277.jpeg,0.045
2427,2427,1.61164e+18,frame_1611643852438999653.jpeg,0.595
11284,11284,1.61164e+18,frame_1611644171574164152.jpeg,0.005
8187,8187,1.61164e+18,frame_1611644060900621176.jpeg,0.545
4043,4043,1.61164e+18,frame_1611643910218885183.jpeg,0.005
7392,7392,1.61164e+18,frame_1611644032151686907.jpeg,0.01
4073,4073,1.61164e+18,frame_1611643911644034863.jpeg,0.465
2348,2348,1.61164e+18,frame_1611643848799039364.jpeg,0.55
5398,5398,1.61164e+18,frame_1611643960181526661.jpeg,0.065
9513,9513,1.61164e+18,frame_1611644107313503027.jpeg,0.49
1848,1848,1.61164e+18,frame_1611643830900614262.jpeg,0.015
1953,1953,1.61164e+18,frame_1611643835552415848.jpeg,0.415
7450,7450,1.61164e+18,frame_1611644034573682308.jpeg,0.0
10242,10242,1.61164e+18,frame_1611644134204138994.jpeg,0.545
3283,3283,1.61164e+18,frame_1611643883012109041.jpeg,0.01
48,48,1.61164e+18,frame_1611643766322527170.jpeg,0.55
6881,6881,1.61164e+18,frame_1611644013585788727.jpeg,0.205
1962,1962,1.61164e+18,frame_1611643835854024172.jpeg,0.01
11498,11498,1.61164e+18,frame_1611644179204136133.jpeg,0.545
5107,5107,1.61164e+18,frame_1611643949766263485.jpeg,0.245
9958,9958,1.61164e+18,frame_1611644123789539099.jpeg,0.245
10974,10974,1.61164e+18,frame_1611644160793333769.jpeg,0.545
5353,5353,1.61164e+18,frame_1611643958669354439.jpeg,0.425
2153,2153,1.61164e+18,frame_1611643842243712187.jpeg,0.54
7145,7145,1.61164e+18,frame_1611644023141757011.jpeg,0.045
2995,2995,1.61164e+18,frame_1611643872337202311.jpeg,0.015
1861,1861,1.61164e+18,frame_1611643831335888624.jpeg,0.145
6366,6366,1.61164e+18,frame_1611643994779340982.jpeg,0.005
3739,3739,1.61164e+18,frame_1611643899015728474.jpeg,0.005
10145,10145,1.61164e+18,frame_1611644130570814371.jpeg,0.125
3096,3096,1.61164e+18,frame_1611643875720924854.jpeg,0.09
6782,6782,1.61164e+18,frame_1611644010271902800.jpeg,0.145
2434,2434,1.61164e+18,frame_1611643852673416615.jpeg,0.97
6451,6451,1.61164e+18,frame_1611643998504273653.jpeg,0.01
1586,1586,1.61164e+18,frame_1611643822106460571.jpeg,0.47
11535,11535,1.61164e+18,frame_1611644180977064848.jpeg,0.05
7290,7290,1.61164e+18,frame_1611644028747804880.jpeg,0.68
5221,5221,1.61164e+18,frame_1611643953566349745.jpeg,0.005
8170,8170,1.61164e+18,frame_1611644060330732107.jpeg,0.545
4018,4018,1.61164e+18,frame_1611643909036880016.jpeg,0.315
10967,10967,1.61164e+18,frame_1611644160558162689.jpeg,0.54
2747,2747,1.61164e+18,frame_1611643863999176502.jpeg,0.55
1573,1573,1.61164e+18,frame_1611643821320918083.jpeg,0.015
776,776,1.61164e+18,frame_1611643792938959360.jpeg,0.61
428,428,1.61164e+18,frame_1611643780493418694.jpeg,0.615
11119,11119,1.61164e+18,frame_1611644166053578615.jpeg,0.545
4082,4082,1.61164e+18,frame_1611643911943011522.jpeg,0.52
3918,3918,1.61164e+18,frame_1611643905676680565.jpeg,0.19
4226,4226,1.61164e+18,frame_1611643916728556395.jpeg,0.255
9695,9695,1.61164e+18,frame_1611644114187775373.jpeg,0.69
5822,5822,1.61164e+18,frame_1611643975962606192.jpeg,0.505
194,194,1.61164e+18,frame_1611643771211101532.jpeg,0.005
5207,5207,1.61164e+18,frame_1611643953100604534.jpeg,0.005
7238,7238,1.61164e+18,frame_1611644027000602007.jpeg,0.205
6631,6631,1.61164e+18,frame_1611644005223850250.jpeg,0.25
10790,10790,1.61164e+18,frame_1611644154037444592.jpeg,0.08
5949,5949,1.61164e+18,frame_1611643980206199646.jpeg,0.54
5885,5885,1.61164e+18,frame_1611643978072375774.jpeg,0.555
6425,6425,1.61164e+18,frame_1611643997630256653.jpeg,0.545
743,743,1.61164e+18,frame_1611643791841752291.jpeg,0.55
9087,9087,1.61164e+18,frame_1611644092137204409.jpeg,0.25
6589,6589,1.61164e+18,frame_1611644003122826576.jpeg,0.545
3271,3271,1.61164e+18,frame_1611643882610530853.jpeg,0.01
9642,9642,1.61164e+18,frame_1611644112403946638.jpeg,0.51
5980,5980,1.61164e+18,frame_1611643981242459059.jpeg,0.01
3368,3368,1.61164e+18,frame_1611643885851240635.jpeg,0.005
4547,4547,1.61164e+18,frame_1611643928624752283.jpeg,0.01
7456,7456,1.61164e+18,frame_1611644034910809278.jpeg,0.58
1824,1824,1.61164e+18,frame_1611643830097223759.jpeg,0.545
4038,4038,1.61164e+18,frame_1611643909918794394.jpeg,0.025
4906,4906,1.61164e+18,frame_1611643942445373774.jpeg,0.42
5403,5403,1.61164e+18,frame_1611643960349509716.jpeg,0.555
9220,9220,1.61164e+18,frame_1611644097076787233.jpeg,0.425
5230,5230,1.61164e+18,frame_1611643953865680933.jpeg,0.005
2102,2102,1.61164e+18,frame_1611643840538232803.jpeg,0.2
6445,6445,1.61164e+18,frame_1611643998302411079.jpeg,0.395
10186,10186,1.61164e+18,frame_1611644132323695183.jpeg,0.52
6191,6191,1.61164e+18,frame_1611643988930927038.jpeg,0.545
10180,10180,1.61164e+18,frame_1611644132122225523.jpeg,0.545
3445,3445,1.61164e+18,frame_1611643888411855698.jpeg,0.005
11137,11137,1.61164e+18,frame_1611644166652642727.jpeg,0.54
4055,4055,1.61164e+18,frame_1611643910939011574.jpeg,0.105
5657,5657,1.61164e+18,frame_1611643969404758215.jpeg,0.005
6662,6662,1.61164e+18,frame_1611644006260068893.jpeg,0.62
5084,5084,1.61164e+18,frame_1611643948625852108.jpeg,0.005
3910,3910,1.61164e+18,frame_1611643905405421257.jpeg,0.04
310,310,1.61164e+18,frame_1611643775092700958.jpeg,0.19
7387,7387,1.61164e+18,frame_1611644031984891176.jpeg,0.54
10796,10796,1.61164e+18,frame_1611644154240041971.jpeg,0.54
6081,6081,1.61164e+18,frame_1611643985256451607.jpeg,0.025
10489,10489,1.61164e+18,frame_1611644143203171253.jpeg,0.49
4522,4522,1.61164e+18,frame_1611643927784780502.jpeg,0.36
7480,7480,1.61164e+18,frame_1611644035716517925.jpeg,0.095
9122,9122,1.61164e+18,frame_1611644093300889969.jpeg,0.545
10597,10597,1.61164e+18,frame_1611644146824370861.jpeg,0.545
8612,8612,1.61164e+18,frame_1611644075116345406.jpeg,0.545
1195,1195,1.61164e+18,frame_1611643807885530949.jpeg,0.01
2957,2957,1.61164e+18,frame_1611643871059563875.jpeg,0.375
11372,11372,1.61164e+18,frame_1611644175018735409.jpeg,0.545
3304,3304,1.61164e+18,frame_1611643883714943886.jpeg,0.565
1186,1186,1.61164e+18,frame_1611643807585351706.jpeg,0.01
7767,7767,1.61164e+18,frame_1611644045960881710.jpeg,0.13
5993,5993,1.61164e+18,frame_1611643981677832842.jpeg,0.01
4272,4272,1.61164e+18,frame_1611643918271833181.jpeg,0.545
534,534,1.61164e+18,frame_1611643784052103043.jpeg,0.025
640,640,1.61164e+18,frame_1611643787609629631.jpeg,0.43
1621,1621,1.61164e+18,frame_1611643823324398041.jpeg,0.55
5338,5338,1.61164e+18,frame_1611643958165474415.jpeg,0.545
10050,10050,1.61164e+18,frame_1611644126871160507.jpeg,0.545
10052,10052,1.61164e+18,frame_1611644126938010693.jpeg,0.545
7503,7503,1.61164e+18,frame_1611644036488961697.jpeg,0.015
9206,9206,1.61164e+18,frame_1611644096611051321.jpeg,0.545
11193,11193,1.61164e+18,frame_1611644168539948702.jpeg,0.105
5077,5077,1.61164e+18,frame_1611643948204088211.jpeg,0.51
9679,9679,1.61164e+18,frame_1611644113645024776.jpeg,0.005
620,620,1.61164e+18,frame_1611643786938861847.jpeg,0.545
10487,10487,1.61164e+18,frame_1611644143136112452.jpeg,0.535
7865,7865,1.61164e+18,frame_1611644049211444139.jpeg,0.545
7696,7696,1.61164e+18,frame_1611644042927479267.jpeg,0.545
7591,7591,1.61164e+18,frame_1611644039425855398.jpeg,0.545
5117,5117,1.61164e+18,frame_1611643950098695278.jpeg,0.545
1852,1852,1.61164e+18,frame_1611643831034561872.jpeg,0.02
1571,1571,1.61164e+18,frame_1611643821199258804.jpeg,0.18
8626,8626,1.61164e+18,frame_1611644075583350182.jpeg,0.545
10479,10479,1.61164e+18,frame_1611644142867922068.jpeg,0.545
7111,7111,1.61164e+18,frame_1611644021999546289.jpeg,0.675
9340,9340,1.61164e+18,frame_1611644101099757671.jpeg,0.13
36,36,1.61164e+18,frame_1611643765919587135.jpeg,0.545
8463,8463,1.61164e+18,frame_1611644070146970272.jpeg,0.545
11757,11757,1.61164e+18,frame_1611644188426469326.jpeg,0.535
11816,11816,1.61164e+18,frame_1611644190409334660.jpeg,0.54
6399,6399,1.61164e+18,frame_1611643996186138153.jpeg,0.005
9413,9413,1.61164e+18,frame_1611644103953700304.jpeg,0.005
10279,10279,1.61164e+18,frame_1611644135447241545.jpeg,0.005
7562,7562,1.61164e+18,frame_1611644038461309671.jpeg,0.005
9852,9852,1.61164e+18,frame_1611644120245213032.jpeg,0.44
3505,3505,1.61164e+18,frame_1611643890725507498.jpeg,0.005
7752,7752,1.61164e+18,frame_1611644045459915400.jpeg,0.515
11351,11351,1.61164e+18,frame_1611644174320857525.jpeg,0.005
4467,4467,1.61164e+18,frame_1611643925936555386.jpeg,0.01
1380,1380,1.61164e+18,frame_1611643814685271025.jpeg,0.07
8408,8408,1.61164e+18,frame_1611644068312451124.jpeg,0.54
10419,10419,1.61164e+18,frame_1611644140856708050.jpeg,0.54
139,139,1.61164e+18,frame_1611643769377176285.jpeg,0.615
9124,9124,1.61164e+18,frame_1611644093394232273.jpeg,0.545
814,814,1.61164e+18,frame_1611643794202410698.jpeg,0.01
10016,10016,1.61164e+18,frame_1611644125729074001.jpeg,0.255
2944,2944,1.61164e+18,frame_1611643870622810841.jpeg,0.67
2272,2272,1.61164e+18,frame_1611643846238232851.jpeg,0.52
946,946,1.61164e+18,frame_1611643798593724012.jpeg,0.545
4592,4592,1.61164e+18,frame_1611643930743714809.jpeg,0.01
2777,2777,1.61164e+18,frame_1611643865007461548.jpeg,0.025
11549,11549,1.61164e+18,frame_1611644181445622683.jpeg,0.99
7128,7128,1.61164e+18,frame_1611644022570652962.jpeg,0.505
2802,2802,1.61164e+18,frame_1611643865849862099.jpeg,0.005
7631,7631,1.61164e+18,frame_1611644040759848833.jpeg,0.38
5494,5494,1.61164e+18,frame_1611643963402405500.jpeg,0.005
7603,7603,1.61164e+18,frame_1611644039825081110.jpeg,0.48
2379,2379,1.61164e+18,frame_1611643850750676155.jpeg,0.225
1218,1218,1.61164e+18,frame_1611643808652632952.jpeg,0.495
4866,4866,1.61164e+18,frame_1611643941109332561.jpeg,0.545
10937,10937,1.61164e+18,frame_1611644159550386429.jpeg,0.005
5351,5351,1.61164e+18,frame_1611643958602170706.jpeg,0.245
7531,7531,1.61164e+18,frame_1611644037430284739.jpeg,0.695
1260,1260,1.61164e+18,frame_1611643810057235718.jpeg,0.14
5607,5607,1.61164e+18,frame_1611643967736955881.jpeg,0.005
2288,2288,1.61164e+18,frame_1611643846775752544.jpeg,0.02
5025,5025,1.61164e+18,frame_1611643946422307014.jpeg,0.545
11274,11274,1.61164e+18,frame_1611644171239919186.jpeg,0.545
7426,7426,1.61164e+18,frame_1611644033285959959.jpeg,0.545
9697,9697,1.61164e+18,frame_1611644114255649805.jpeg,0.73
4884,4884,1.61164e+18,frame_1611643941710603237.jpeg,0.005
2258,2258,1.61164e+18,frame_1611643845767777920.jpeg,0.515
217,217,1.61164e+18,frame_1611643771977860689.jpeg,0.005
1998,1998,1.61164e+18,frame_1611643837061464310.jpeg,0.01
5632,5632,1.61164e+18,frame_1611643968570857286.jpeg,0.195
7359,7359,1.61164e+18,frame_1611644031050931692.jpeg,0.02
3777,3777,1.61164e+18,frame_1611643900358942509.jpeg,0.55
3057,3057,1.61164e+18,frame_1611643874417466879.jpeg,0.325
9768,9768,1.61164e+18,frame_1611644116635883093.jpeg,0.0
7002,7002,1.61164e+18,frame_1611644018360206366.jpeg,0.005
3433,3433,1.61164e+18,frame_1611643888013302565.jpeg,0.55
7228,7228,1.61164e+18,frame_1611644026664494991.jpeg,0.27
584,584,1.61164e+18,frame_1611643785730452776.jpeg,0.145
6601,6601,1.61164e+18,frame_1611644003523992538.jpeg,0.105
4088,4088,1.61164e+18,frame_1611643912142282963.jpeg,0.39
1645,1645,1.61164e+18,frame_1611643824127257347.jpeg,0.445
710,710,1.61164e+18,frame_1611643790179381371.jpeg,0.27
11252,11252,1.61164e+18,frame_1611644170508501291.jpeg,0.225
1850,1850,1.61164e+18,frame_1611643830967589855.jpeg,0.01
9890,9890,1.61164e+18,frame_1611644121515774965.jpeg,0.095
3834,3834,1.61164e+18,frame_1611643902847586393.jpeg,0.01
1376,1376,1.61164e+18,frame_1611643814551968813.jpeg,0.515
11128,11128,1.61164e+18,frame_1611644166353069067.jpeg,0.545
8600,8600,1.61164e+18,frame_1611644074716076851.jpeg,0.545
442,442,1.61164e+18,frame_1611643780963891029.jpeg,0.395
8977,8977,1.61164e+18,frame_1611644088467574596.jpeg,0.005
11046,11046,1.61164e+18,frame_1611644163198553562.jpeg,0.005
7477,7477,1.61164e+18,frame_1611644035615721703.jpeg,0.465
11809,11809,1.61164e+18,frame_1611644190174159288.jpeg,0.54
8637,8637,1.61164e+18,frame_1611644075950252771.jpeg,0.545
10267,10267,1.61164e+18,frame_1611644135044369698.jpeg,0.005
3959,3959,1.61164e+18,frame_1611643907064191818.jpeg,0.545
5873,5873,1.61164e+18,frame_1611643977670394421.jpeg,0.545
11680,11680,1.61164e+18,frame_1611644185836076260.jpeg,0.535
11091,11091,1.61164e+18,frame_1611644165120051384.jpeg,0.0
6514,6514,1.61164e+18,frame_1611644000615787268.jpeg,0.005
2452,2452,1.61164e+18,frame_1611643853276094913.jpeg,0.915
9648,9648,1.61164e+18,frame_1611644112606703281.jpeg,0.115
5426,5426,1.61164e+18,frame_1611643961122223139.jpeg,0.005
727,727,1.61164e+18,frame_1611643791202319384.jpeg,0.13
10608,10608,1.61164e+18,frame_1611644147193926096.jpeg,0.545
8729,8729,1.61164e+18,frame_1611644079031899929.jpeg,0.545
7719,7719,1.61164e+18,frame_1611644044161473036.jpeg,0.045
8913,8913,1.61164e+18,frame_1611644086339552879.jpeg,0.545
2679,2679,1.61164e+18,frame_1611643860857817888.jpeg,0.01
4173,4173,1.61164e+18,frame_1611643914965894222.jpeg,0.085
6794,6794,1.61164e+18,frame_1611644010673089981.jpeg,0.38
9327,9327,1.61164e+18,frame_1611644100660184622.jpeg,0.545
10755,10755,1.61164e+18,frame_1611644152863041639.jpeg,0.545
6341,6341,1.61164e+18,frame_1611643993943570375.jpeg,0.1
11138,11138,1.61164e+18,frame_1611644166685925961.jpeg,0.525
11031,11031,1.61164e+18,frame_1611644162697588921.jpeg,0.5
2506,2506,1.61164e+18,frame_1611643855073434830.jpeg,0.005
423,423,1.61164e+18,frame_1611643780325390816.jpeg,0.585
2091,2091,1.61164e+18,frame_1611643840169239521.jpeg,0.545
2443,2443,1.61164e+18,frame_1611643852974749327.jpeg,0.99
9556,9556,1.61164e+18,frame_1611644108753443003.jpeg,0.115
